cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
17667	1963	0.89978	0.091872	0	0	0.17371	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
19630	1963	0.99975	0.089224	0	0	0.15843	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
19635	5	1	0.089428	0	0	0.4	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
1617	1618	0.10005	0.51323	0	0	0.12299	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
3234	1617	0.20004	0.28246	0	0	0.14842	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
4851	1617	0.30002	0.1724	0	0	0.1243	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
6468	1617	0.40001	0.11996	0	0	0.12987	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
8085	1617	0.5	0.094484	0	0	0.12121	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
9702	1617	0.59999	0.079149	0	0	0.11317	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
11319	1617	0.69998	0.072718	0.00061843	0	0.12987	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
12936	1617	0.79996	0.069998	0.00061843	0	0.12987	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
14553	1617	0.89995	0.07346	0.00061843	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
16170	1617	0.99994	0.07445	0	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
16171	1	1	0.07445	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
14284	14285	0.1	0.49496	0	0	0.097795	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
28568	14284	0.2	0.25736	0	0	0.097662	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
42852	14284	0.29999	0.1483	0	0	0.097032	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
57136	14284	0.39998	0.095738	0	0	0.096122	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
71420	14284	0.49998	0.069528	0	0	0.099062	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
85704	14284	0.59997	0.058552	7.0008e-05	0	0.096052	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
99988	14284	0.69997	0.053259	0	0	0.095141	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
114272	14284	0.79996	0.051635	7.0008e-05	0	0.094161	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
128556	14284	0.89996	0.048667	0	0	0.097592	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
142840	14284	0.99995	0.049843	0	0	0.094091	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
142847	7	1	0.049843	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
1153	1154	0.10003	0.53329	0	0	0.16031	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
2306	1153	0.19998	0.30444	0.0008673	0	0.17433	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
3459	1153	0.29993	0.19279	0	0	0.18387	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
4612	1153	0.39988	0.1335	0	0	0.15698	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
5765	1153	0.49983	0.11338	0	0	0.16739	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
6918	1153	0.59977	0.10264	0	0	0.16912	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
8071	1153	0.69972	0.09466	0	0	0.16739	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
9224	1153	0.79967	0.082178	0	0	0.16565	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
10377	1153	0.89962	0.086338	0.0008673	0	0.16565	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
11530	1153	0.99957	0.09362	0	0	0.15698	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
11535	5	1	0.093967	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
17495	17496	0.1	0.54055	0	0	0.19827	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
34990	17495	0.2	0.31679	0	0	0.20131	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
52485	17495	0.3	0.20789	0	0	0.2012	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
69980	17495	0.39999	0.15286	0	0	0.19954	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
87475	17495	0.49999	0.12808	5.7159e-05	0	0.20274	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
104970	17495	0.59999	0.11475	5.7159e-05	0	0.20166	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
122465	17495	0.69998	0.10775	5.7159e-05	0	0.1988	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
139960	17495	0.79998	0.10345	0	0	0.20612	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
157455	17495	0.89997	0.10181	0	0	0.19777	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
174950	17495	0.99997	0.10147	0.00011432	0	0.20057	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
174955	5	1	0.10149	0	0	0.6	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
3184	3185	0.10003	0.5451	0	0	0.20094	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
6368	3184	0.20003	0.32588	0.00031407	0	0.21263	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
9552	3184	0.30003	0.22261	0	0	0.2098	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
12736	3184	0.40003	0.16658	0.00062814	0	0.20415	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
15920	3184	0.50003	0.14234	0.00031407	0	0.21263	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
19104	3184	0.60003	0.12714	0.00031407	0	0.2032	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
22288	3184	0.70003	0.12161	0.00062814	0	0.212	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
25472	3184	0.80003	0.11545	0.00031407	0	0.21451	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
28656	3184	0.90003	0.11457	0.00031407	0	0.20352	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
31839	3183	1	0.11382	0	0	0.20358	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
3185	3186	0.10003	0.5199	0	0	0.14156	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
6370	3185	0.20002	0.29712	0	0	0.1529	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
9555	3185	0.30001	0.19277	0	0	0.15228	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
12740	3185	0.40001	0.13626	0	0	0.14976	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
15925	3185	0.5	0.10888	0	0	0.15322	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
19110	3185	0.59999	0.098958	0.00031397	0	0.15761	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
22295	3185	0.69999	0.093809	0.00062794	0	0.16044	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
25480	3185	0.79998	0.085897	0	0	0.1529	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
28665	3185	0.89997	0.0864	0	0	0.15636	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
31850	3185	0.99997	0.086776	0.00031397	0	0.15322	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
31851	1	1	0.086651	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
287	288	0.10028	0.5	0	0	0.10764	0	0	Gene - participates - Hallmarks	GpH	4
574	287	0.20021	0.25487	0	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	4
861	287	0.30014	0.15738	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	4
1148	287	0.40007	0.11281	0	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	4
1435	287	0.5	0.10028	0	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	4
1722	287	0.59993	0.062674	0.0034843	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	4
2009	287	0.69986	0.05571	0	0	0.10105	0	0	Gene - participates - Hallmarks	GpH	4
2296	287	0.79979	0.059889	0	0	0.10105	0	0	Gene - participates - Hallmarks	GpH	4
2583	287	0.89972	0.062674	0.0069686	0	0.10801	0	0	Gene - participates - Hallmarks	GpH	4
2870	287	0.99965	0.066852	0.0034843	0	0.097561	0	0	Gene - participates - Hallmarks	GpH	4
2871	1	1	0.066852	0	0	0	0	0	Gene - participates - Hallmarks	GpH	4
35514	35515	0.1	0.46632	0	0	0.037027	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
71028	35514	0.2	0.22324	2.8158e-05	0	0.03607	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
106542	35514	0.3	0.1116	0	0	0.035704	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
142056	35514	0.4	0.060618	5.6316e-05	0	0.037788	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
177570	35514	0.5	0.037416	0	0	0.038351	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
213084	35514	0.6	0.027775	0	0	0.037422	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
248598	35514	0.7	0.023934	0	0	0.036549	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
284112	35514	0.8	0.021242	2.8158e-05	0	0.038604	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
319626	35514	0.9	0.020431	0	0	0.037619	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
355139	35513	1	0.019463	0	0	0.037226	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
1657	1658	0.10005	0.52498	0	0	0.16888	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
3314	1657	0.20004	0.29713	0	0	0.16777	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
4971	1657	0.30002	0.18899	0	0	0.15993	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
6628	1657	0.40001	0.13951	0.0006035	0	0.16053	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
8285	1657	0.5	0.11296	0	0	0.1732	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
9942	1657	0.59999	0.10138	0	0	0.15389	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
11599	1657	0.69998	0.088825	0.0006035	0	0.16476	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
13256	1657	0.79996	0.093169	0	0	0.18045	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
14913	1657	0.89995	0.095342	0.0006035	0	0.15389	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
16570	1657	0.99994	0.09148	0	0	0.16657	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
16571	1	1	0.09148	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
6937	6938	0.10001	0.54924	0	0	0.21418	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
13874	6937	0.2	0.32968	0	0	0.19778	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
20811	6937	0.29999	0.21673	0	0	0.21984	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
27748	6937	0.39998	0.16346	0.00014415	0	0.21075	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
34685	6937	0.49997	0.13717	0	0	0.20845	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
41622	6937	0.59996	0.12437	0	0	0.21119	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
48559	6937	0.69995	0.11451	0	0	0.2207	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
55496	6937	0.79995	0.11208	0	0	0.22056	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
62433	6937	0.89994	0.11151	0	0	0.20528	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
69370	6937	0.99993	0.10701	0	0	0.2122	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
69375	5	1	0.10695	0	0	0.4	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
1134	1135	0.10005	0.47884	0	0	0.049339	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
2268	1134	0.20002	0.23061	0	0	0.045855	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
3402	1134	0.29998	0.12976	0	0	0.059083	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
4536	1134	0.39995	0.074048	0	0	0.057319	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
5670	1134	0.49991	0.049718	0	0	0.037037	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
6804	1134	0.59988	0.037377	0.00088183	0	0.042328	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
7938	1134	0.69984	0.034908	0	0	0.042328	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
9072	1134	0.79981	0.033145	0	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
10206	1134	0.89977	0.028914	0	0	0.04321	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
11340	1134	0.99974	0.032087	0	0	0.067019	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
11343	3	1	0.032087	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
510	511	0.10004	0.46045	0	0	0.023483	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
1020	510	0.19988	0.21613	0	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
1530	510	0.29973	0.10415	0.0019608	0	0.017647	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
2040	510	0.39957	0.055599	0	0	0.017647	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
2550	510	0.49941	0.038371	0.0019608	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
3060	510	0.59926	0.02036	0	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
3570	510	0.6991	0.013312	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
4080	510	0.79894	0.009397	0.0039216	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
4590	510	0.89879	0.009397	0	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
5100	510	0.99863	0.013312	0	0	0.0078431	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
5107	7	1	0.013312	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
708	709	0.10008	0.49633	0	0	0.090268	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
1416	708	0.20003	0.25353	0	0	0.067797	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
2124	708	0.29997	0.13834	0.0014124	0	0.079096	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
2832	708	0.39992	0.086392	0	0	0.074859	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
3540	708	0.49986	0.076793	0.0014124	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
4248	708	0.5998	0.055336	0.0014124	0	0.064972	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
4956	708	0.69975	0.044608	0	0	0.069209	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
5664	708	0.79969	0.053642	0	0	0.070621	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
6372	708	0.89963	0.055901	0.0014124	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
7080	708	0.99958	0.049689	0	0	0.070621	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
7083	3	1	0.049689	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
1963	1964	0.10002	0.52882	0.00050916	0	0.16344	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
3926	1963	0.19999	0.30393	0	0	0.189	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
5889	1963	0.29996	0.20024	0	0	0.17626	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
7852	1963	0.39993	0.14687	0.0010188	0	0.17219	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
9815	1963	0.4999	0.12141	0	0	0.16811	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
11778	1963	0.59987	0.10511	0	0	0.16353	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
13741	1963	0.69984	0.10206	0	0	0.17168	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
15704	1963	0.79981	0.094113	0	0	0.16607	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
17667	1963	0.89978	0.091057	0	0	0.19358	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
19630	1963	0.99975	0.092279	0	0	0.17015	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
19635	5	1	0.092483	0	0	0.4	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
1617	1618	0.10005	0.50186	0	0	0.11928	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
3234	1617	0.20004	0.27257	0.00061843	0	0.13173	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
4851	1617	0.30002	0.16597	0	0	0.12369	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
6468	1617	0.40001	0.12367	0	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
8085	1617	0.5	0.094732	0	0	0.12307	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
9702	1617	0.59999	0.08187	0	0	0.10699	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
11319	1617	0.69998	0.070987	0.00061843	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
12936	1617	0.79996	0.06604	0	0	0.12369	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
14553	1617	0.89995	0.065545	0.00061843	0	0.11688	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
16170	1617	0.99994	0.063319	0.00061843	0	0.11441	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
16171	1	1	0.063319	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
14284	14285	0.1	0.4944	0	0	0.095135	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
28568	14284	0.2	0.25865	0	0	0.094651	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
42852	14284	0.29999	0.1481	0	0	0.097662	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
57136	14284	0.39998	0.095066	7.0008e-05	0	0.099482	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
71420	14284	0.49998	0.071349	0	0	0.097172	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
85704	14284	0.59997	0.060148	0	0	0.1013	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
99988	14284	0.69997	0.053371	0	0	0.096892	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
114272	14284	0.79996	0.051887	0	0	0.097382	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
128556	14284	0.89996	0.051075	0	0	0.096892	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
142840	14284	0.99995	0.050235	0	0	0.099412	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
142847	7	1	0.050263	0	0	0.28571	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	5
1153	1154	0.10003	0.53502	0.00086655	0	0.18718	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
2306	1153	0.19998	0.30097	0	0	0.15958	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
3459	1153	0.29993	0.1914	0.0008673	0	0.17693	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
4612	1153	0.39988	0.14494	0	0	0.17086	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
5765	1153	0.49983	0.11581	0	0	0.17086	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
6918	1153	0.59977	0.1068	0.0008673	0	0.16652	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
8071	1153	0.69972	0.099861	0	0	0.16392	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
9224	1153	0.79967	0.091886	0.0026019	0	0.14657	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
10377	1153	0.89962	0.089459	0	0	0.15872	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
11530	1153	0.99957	0.091886	0.0008673	0	0.16565	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
11535	5	1	0.091886	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	5
17495	17496	0.1	0.54505	0	0	0.20187	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
34990	17495	0.2	0.31727	0	0	0.19766	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
52485	17495	0.3	0.2115	0	0	0.19994	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
69980	17495	0.39999	0.15771	0	0	0.2052	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
87475	17495	0.49999	0.13119	0	0	0.19903	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
104970	17495	0.59999	0.11777	0	0	0.20183	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
122465	17495	0.69998	0.10931	0	0	0.19954	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
139960	17495	0.79998	0.1065	0	0	0.19954	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
157455	17495	0.89997	0.10478	5.7159e-05	0	0.19846	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
174950	17495	0.99997	0.10265	0	0	0.20091	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
174955	5	1	0.10261	0	0	0.2	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	5
3184	3185	0.10003	0.55201	0	0	0.21695	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
6368	3184	0.20003	0.33153	0	0	0.2142	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
9552	3184	0.30003	0.22437	0	0	0.22519	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
12736	3184	0.40003	0.16181	0.00031407	0	0.2299	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
15920	3184	0.50003	0.13568	0.00031407	0	0.2098	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
19104	3184	0.60003	0.12399	0	0	0.21074	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
22288	3184	0.70003	0.1196	0	0	0.22613	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
25472	3184	0.80003	0.11972	0	0	0.22833	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
28656	3184	0.90003	0.11558	0	0	0.22833	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
31839	3183	1	0.11583	0.00031417	0	0.20547	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	5
3185	3186	0.10003	0.52292	0	0	0.1516	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
6370	3185	0.20002	0.29587	0	0	0.16389	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
9555	3185	0.30001	0.18825	0	0	0.14537	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
12740	3185	0.40001	0.12885	0.00031397	0	0.1573	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
15925	3185	0.5	0.1075	0	0	0.15699	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
19110	3185	0.59999	0.094939	0	0	0.15542	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
22295	3185	0.69999	0.087655	0	0	0.16264	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
25480	3185	0.79998	0.08979	0	0	0.15039	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
28665	3185	0.89997	0.082758	0	0	0.15918	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
31850	3185	0.99997	0.083511	0	0	0.15416	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
31851	1	1	0.083511	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	5
287	288	0.10028	0.49721	0.0069444	0	0.097222	0	0	Gene - participates - Hallmarks	GpH	5
574	287	0.20021	0.25487	0.0034843	0	0.083624	0	0	Gene - participates - Hallmarks	GpH	5
861	287	0.30014	0.13231	0	0	0.094077	0	0	Gene - participates - Hallmarks	GpH	5
1148	287	0.40007	0.079387	0	0	0.083624	0	0	Gene - participates - Hallmarks	GpH	5
1435	287	0.5	0.068245	0.0034843	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	5
1722	287	0.59993	0.064067	0	0	0.080139	0	0	Gene - participates - Hallmarks	GpH	5
2009	287	0.69986	0.05571	0	0	0.062718	0	0	Gene - participates - Hallmarks	GpH	5
2296	287	0.79979	0.062674	0	0	0.097561	0	0	Gene - participates - Hallmarks	GpH	5
2583	287	0.89972	0.051532	0	0	0.10105	0	0	Gene - participates - Hallmarks	GpH	5
2870	287	0.99965	0.061281	0	0	0.12544	0	0	Gene - participates - Hallmarks	GpH	5
2871	1	1	0.061281	0	0	0	0	0	Gene - participates - Hallmarks	GpH	5
35514	35515	0.1	0.46532	0	0	0.036295	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
71028	35514	0.2	0.22384	0	0	0.039449	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
106542	35514	0.3	0.11158	0	0	0.036831	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	5
